DISTNAME,CAMPNAME,CNTYNAME,Longitude,Latitude,STREET,CITY,ZIP,CAMPUS,year,COUNT_ALL,COUNT_BLACK,COUNT_HIS,COUNT_WHITE,COUNT_AI,COUNT_API,COUNT_ASIAN,COUNT_PI,COUNT_TWO,COUNT_ECON,COUNT_ELL,PER_BLACK,PER_HIS,PER_WHITE,PER_AI,PER_API,PER_ASIAN,PER_PI,PER_TWO,PER_ECON,PER_ELL
AUSTIN ISD,DAEP- EL,TRAVIS,-98.553199,29.43959,3011 RUIZ,SAN ANTONIO,78237,227901115,01-01-14,4,2,1,1,0,,0,0,0,3,0,50,25,25,0,,0,0,0,75,0
AUSTIN ISD,GOVALLE EL,TRAVIS,-98.47226,29.238838000000101,1610 MARTINEZ LOSOYA RD,SAN ANTONIO,78221,227901116,01-01-14,554,73,452,18,1,,1,0,9,516,193,13.2,81.6,3.2,0.2,,0.2,0,1.6,93.1,34.8
AUSTIN ISD,GULLETT EL,TRAVIS,-97.394706,27.752042,1002 TEXAN TRL,CORPUS CHRISTI,78411,227901117,01-01-14,538,11,91,406,1,,6,1,22,57,11,2,16.9,75.5,0.2,,1.1,0.2,4.1,10.6,2
AUSTIN ISD,HARRIS EL,TRAVIS,-101.393898,35.674659,800 N MCGEE ST,BORGER,79007,227901118,01-01-14,690,77,554,17,5,,27,2,8,675,496,11.2,80.3,2.5,0.7,,3.9,0.3,1.2,97.8,71.9
AUSTIN ISD,HIGHLAND PARK EL,TRAVIS,-98.250206,26.235135,3000 DAFFODIL AVE,MCALLEN,78501,227901119,01-01-14,670,7,93,517,1,,21,0,31,34,11,1,13.9,77.2,0.1,,3.1,0,4.6,5.1,1.6
AUSTIN ISD,JOSLIN EL,TRAVIS,-94.381164,29.803821,213 SCHOOL RD,WINNIE,77665,227901120,01-01-14,299,5,211,63,1,,10,0,9,239,114,1.7,70.6,21.1,0.3,,3.3,0,3,79.9,38.1
AUSTIN ISD,LEE EL,TRAVIS,-95.355384,30.042795,1 EAGLE CROSSING,SPRING,77373,227901121,01-01-14,370,17,98,234,0,,5,1,15,58,12,4.6,26.5,63.2,0,,1.4,0.3,4.1,15.7,3.2
AUSTIN ISD,MAPLEWOOD EL,TRAVIS,-98.116944,26.3326980000001,4014 N DOOLITTLE RD,EDINBURG,78539,227901122,01-01-14,446,77,163,161,2,,10,0,33,218,55,17.3,36.5,36.1,0.4,,2.2,0,7.4,48.9,12.3
AUSTIN ISD,MATHEWS EL,TRAVIS,-98.645118999999895,29.500383000000113,8885 HEATH CIR DR,SAN ANTONIO,78250,227901123,01-01-14,401,29,130,174,2,,35,2,29,145,51,7.2,32.4,43.4,0.5,,8.7,0.5,7.2,36.2,12.7
AUSTIN ISD,METZ EL,TRAVIS,-95.315719,29.822645,6900 WILEYVALE ST,HOUSTON,77028,227901124,01-01-14,415,20,379,9,1,,5,0,1,384,195,4.8,91.3,2.2,0.2,,1.2,0,0.2,92.5,47
AUSTIN ISD,OAK SPRINGS EL,TRAVIS,-106.472388,31.781641,1170 WALNUT ST,EL PASO,79930,227901125,01-01-14,295,94,189,5,0,,2,0,5,293,77,31.9,64.1,1.7,0,,0.7,0,1.7,99.3,26.1
AUSTIN ISD,ORTEGA EL,TRAVIS,-95.473068,29.882360000000119,7922 ANTOINE DR,HOUSTON,77088,227901126,01-01-14,350,32,305,6,0,,3,0,4,329,134,9.1,87.1,1.7,0,,0.9,0,1.1,94,38.3
AUSTIN ISD,SANCHEZ EL,TRAVIS,-97.764172,30.446406000000128,7825 ELK HORN MTN TRL,AUSTIN,78729,227901127,01-01-14,522,3,490,15,2,,11,0,1,506,344,0.6,93.9,2.9,0.4,,2.1,0,0.2,96.9,65.9
AUSTIN ISD,PEASE EL,TRAVIS,-96.774078,32.722113,3033 TIPS BLVD,DALLAS,75216,227901128,01-01-14,261,44,94,107,0,,1,1,14,56,2,16.9,36,41,0,,0.4,0.4,5.4,21.5,0.8
AUSTIN ISD,PECAN SPRINGS EL,TRAVIS,-106.57177,31.820459000000128,4256 ROXBURY DR,EL PASO,79922,227901129,01-01-14,485,161,303,8,3,,0,0,10,471,212,33.2,62.5,1.6,0.6,,0,0,2.1,97.1,43.7
AUSTIN ISD,PLEASANT HILL EL,TRAVIS,-95.21334,29.527986,506 W EDGEWOOD,FRIENDSWOOD,77546,227901130,01-01-14,542,35,478,25,1,,1,1,1,495,247,6.5,88.2,4.6,0.2,,0.2,0.2,0.2,91.3,45.6
AUSTIN ISD,READ PRE-K DEMONSTRATION SCH,TRAVIS,-97.923005,29.89667,1437 POST RD,SAN MARCOS,78666,227901131,01-01-14,459,26,409,14,0,,6,0,4,446,327,5.7,89.1,3.1,0,,1.3,0,0.9,97.2,71.2
AUSTIN ISD,REILLY EL,TRAVIS,-101.929811,32.309194,3500 FM 829,LENORAH,79749,227901132,01-01-14,329,10,273,26,1,,16,0,3,300,204,3,83,7.9,0.3,,4.9,0,0.9,91.2,62
AUSTIN ISD,RIDGETOP EL,TRAVIS,-98.313006,26.218056,4201 N MAYBERRY,PALMHURST,78574,227901133,01-01-14,285,8,187,84,1,,2,0,3,149,94,2.8,65.6,29.5,0.4,,0.7,0,1.1,52.3,33
AUSTIN ISD,ST ELMO EL,TRAVIS,-95.213439,30.059566000000128,2222 TREE LN,KINGWOOD,77339,227901136,01-01-14,315,10,265,32,0,,3,0,5,285,158,3.2,84.1,10.2,0,,1,0,1.6,90.5,50.2
AUSTIN ISD,SUMMITT EL,TRAVIS,-97.002506,33.607795,648 FM 3164,GAINESVILLE,76240,227901138,01-01-14,772,46,197,274,1,,202,1,51,283,241,6,25.5,35.5,0.1,,26.2,0.1,6.6,36.7,31.2
AUSTIN ISD,SIMS EL,TRAVIS,-95.130904,29.644124,4911 HOLLY BAY CT,PASADENA,77505,227901139,01-01-14,252,102,143,3,0,,0,0,4,240,82,40.5,56.7,1.2,0,,0,0,1.6,95.2,32.5
AUSTIN ISD,TRAVIS HTS EL,TRAVIS,-99.81536199999988,32.609884,815 FIRST STRETT,HAWLEY,79525,227901140,01-01-14,532,51,371,90,1,,1,0,18,407,124,9.6,69.7,16.9,0.2,,0.2,0,3.4,76.5,23.3
AUSTIN ISD,WALNUT CREEK EL,TRAVIS,-98.507317,29.460977,1616 BLANCO RD,SAN ANTONIO,78212,227901141,01-01-14,659,54,536,34,1,,22,0,12,616,448,8.2,81.3,5.2,0.2,,3.3,0,1.8,93.5,68
AUSTIN ISD,PATTON EL,TRAVIS,-97.308861,29.092767,301 DAULE ST,CUERO,77954,227901143,01-01-14,965,43,240,519,3,,114,0,46,229,127,4.5,24.9,53.8,0.3,,11.8,0,4.8,23.7,13.2
AUSTIN ISD,WOOTEN EL,TRAVIS,-101.805387018999681,35.235532592000538,2815 MARTIN RD,AMARILLO,79107,227901144,01-01-14,728,45,634,37,1,,4,0,7,687,536,6.2,87.1,5.1,0.1,,0.5,0,1,94.4,73.6
AUSTIN ISD,ZAVALA EL,TRAVIS,-98.289983,26.22757300000012,2300 N GLASSCOCK RD,MISSION,78574,227901145,01-01-14,339,47,278,8,1,,4,0,1,328,118,13.9,82,2.4,0.3,,1.2,0,0.3,96.8,34.8
AUSTIN ISD,ZILKER EL,TRAVIS,-97.206158,33.014617,601 PARKVIEW DR,TROPHY CLUB,76262,227901146,01-01-14,546,10,188,308,2,,8,0,30,172,41,1.8,34.4,56.4,0.4,,1.5,0,5.5,31.5,7.5
AUSTIN ISD,MENCHACA EL,TRAVIS,-96.936584,29.438351,410 S RUSSELL ST,HALLETTSVILLE,77964,227901147,01-01-14,722,22,405,230,0,,35,1,29,351,122,3,56.1,31.9,0,,4.8,0.1,4,48.6,16.9
AUSTIN ISD,OAK HILL EL,TRAVIS,-94.991164,33.181429,2801 OLD PARIS RD,MOUNT PLEASANT,75455,227901148,01-01-14,773,6,327,349,4,,52,0,35,315,211,0.8,42.3,45.1,0.5,,6.7,0,4.5,40.8,27.3
AUSTIN ISD,BARRINGTON EL,TRAVIS,-98.025341,28.980833,525 N NELSON ST,FALLS CITY,78113,227901149,01-01-14,540,44,473,10,0,,2,0,11,526,348,8.1,87.6,1.9,0,,0.4,0,2,97.4,64.4
AUSTIN ISD,NORMAN EL,TRAVIS,-98.943688,31.742325,201 SUDDERTH,EARLY,76802,227901150,01-01-14,280,115,147,10,2,,2,0,4,267,84,41.1,52.5,3.6,0.7,,0.7,0,1.4,95.4,30
AUSTIN ISD,PILLOW EL,TRAVIS,-97.177775,33.23899,4601 IH 35 N,DENTON,76207,227901151,01-01-14,571,93,298,105,5,,51,0,19,397,217,16.3,52.2,18.4,0.9,,8.9,0,3.3,69.5,38
AUSTIN ISD,WOOLDRIDGE EL,TRAVIS,-98.827057,32.399156,900 W PLUMMER,EASTLAND,76448,227901152,01-01-14,829,42,729,25,1,,28,0,4,804,640,5.1,87.9,3,0.1,,3.4,0,0.5,97,77.2
AUSTIN ISD,DOSS EL,TRAVIS,-95.067763,30.338895,1600 E HOUSTON ST,CLEVELAND,77327,227901154,01-01-14,842,16,143,559,1,,96,1,26,92,124,1.9,17,66.4,0.1,,11.4,0.1,3.1,10.9,14.7
AUSTIN ISD,HILL EL,TRAVIS,-97.332196,32.717977000000133,801 W JESSAMINE,FT WORTH,76110,227901155,01-01-14,840,16,150,566,0,,54,0,54,71,55,1.9,17.9,67.4,0,,6.4,0,6.4,8.5,6.5
AUSTIN ISD,ODOM EL,TRAVIS,-97.381805,27.737355,3925 FT WORTH,CORPUS CHRISTI,78411,227901156,01-01-14,542,25,466,43,2,,2,0,4,497,225,4.6,86,7.9,0.4,,0.4,0,0.7,91.7,41.5
AUSTIN ISD,WINN EL,TRAVIS,-96.527046,31.585195,1202 N ELLIS,GROESBECK,76642,227901157,01-01-14,345,77,250,14,1,,1,0,2,327,200,22.3,72.5,4.1,0.3,,0.3,0,0.6,94.8,58
AUSTIN ISD,SUNSET VALLEY EL,TRAVIS,-95.3703,29.874957,12001 WINFREY LN,HOUSTON,77076,227901158,01-01-14,518,4,371,126,1,,8,0,8,354,233,0.8,71.6,24.3,0.2,,1.5,0,1.5,68.3,45
AUSTIN ISD,GRAHAM EL,TRAVIS,-96.984535,32.842535,2801 RUTGERS DR,IRVING,75062,227901159,01-01-14,705,105,546,36,2,,8,0,8,627,392,14.9,77.4,5.1,0.3,,1.1,0,1.1,88.9,55.6
AUSTIN ISD,LINDER EL,TRAVIS,-94.757697,31.330696000000103,705 ELLEN TROUT DR,LUFKIN,75904,227901160,01-01-14,491,28,423,16,0,,23,0,1,473,260,5.7,86.2,3.3,0,,4.7,0,0.2,96.3,53
AUSTIN ISD,COOK EL,TRAVIS,-97.28632,31.631524,7201 N RIVER CROSSING,CHINA SPRING,76633,227901161,01-01-14,924,95,778,30,1,,9,0,11,889,604,10.3,84.2,3.2,0.1,,1,0,1.2,96.2,65.4
AUSTIN ISD,HOUSTON EL,TRAVIS,-97.663692,30.524118,1415 BAYLAND ST,ROUND ROCK,78664,227901162,01-01-14,788,51,710,12,3,,1,0,11,761,457,6.5,90.1,1.5,0.4,,0.1,0,1.4,96.6,58
AUSTIN ISD,HART EL,TRAVIS,-98.43853,29.411498,207 LINCOLNSHIRE DR,SAN ANTONIO,78220,227901163,01-01-14,731,64,616,22,2,,21,1,5,699,546,8.8,84.3,3,0.3,,2.9,0.1,0.7,95.6,74.7
AUSTIN ISD,PICKLE EL,TRAVIS,-96.742177999999896,32.935775,1101 S SHERMAN ST,RICHARDSON,75081,227901164,01-01-14,764,48,705,6,2,,0,0,3,737,578,6.3,92.3,0.8,0.3,,0,0,0.4,96.5,75.7
AUSTIN ISD,MCBEE EL,TRAVIS,-96.867111,33.106524,5640 SQUIRES DR,THE COLONY,75056,227901165,01-01-14,565,47,489,14,2,,5,0,8,553,384,8.3,86.5,2.5,0.4,,0.9,0,1.4,97.9,68
AUSTIN ISD,WILLIAMS EL,TRAVIS,-96.80751,32.846895,4220 EMERSON AVE,DALLAS,75205,227901166,01-01-14,551,35,414,70,0,,13,1,18,446,122,6.4,75.1,12.7,0,,2.4,0.2,3.3,80.9,22.1
AUSTIN ISD,LANGFORD EL,TRAVIS,-96.878757238999981,31.313417375000142,678 SUCESS DR,MARLIN,76661,227901168,01-01-14,774,30,708,25,0,,2,1,8,733,477,3.9,91.5,3.2,0,,0.3,0.1,1,94.7,61.6
AUSTIN ISD,BOONE EL,TRAVIS,-97.182999,33.349505,1901 S STEMMONS,SANGER,76266,227901170,01-01-14,505,24,241,212,1,,3,0,24,233,36,4.8,47.7,42,0.2,,0.6,0,4.8,46.1,7.1
AUSTIN ISD,PALM EL,TRAVIS,-98.052139,26.165444,424 S 11TH ST,DONNA,78537,227901171,01-01-14,531,38,469,17,0,,4,1,2,462,214,7.2,88.3,3.2,0,,0.8,0.2,0.4,87,40.3
AUSTIN ISD,KOCUREK EL,TRAVIS,-95.243766,29.663375,900 MAIN ST,SO HOUSTON,77587,227901172,01-01-14,541,28,347,135,0,,12,0,19,385,97,5.2,64.1,25,0,,2.2,0,3.5,71.2,17.9
AUSTIN ISD,CASEY EL,TRAVIS,-97.363013,31.316477,107 CORA LEE LN,MOODY,76557,227901173,01-01-14,651,38,435,134,1,,16,0,27,463,118,5.8,66.8,20.6,0.2,,2.5,0,4.1,71.1,18.1
AUSTIN ISD,RODRIGUEZ EL,TRAVIS,-94.581286,32.502909,206 S GREEN,HALLSVILLE,75650,227901174,01-01-14,881,66,800,9,2,,1,0,3,855,499,7.5,90.8,1,0.2,,0.1,0,0.3,97,56.6
AUSTIN ISD,WIDEN EL,TRAVIS,-96.903961,32.62285,1903 BLUERIDGE DR,DUNCANVILLE,75137,227901175,01-01-14,662,33,614,11,0,,0,0,4,624,340,5,92.7,1.7,0,,0,0,0.6,94.3,51.4
AUSTIN ISD,GALINDO EL,TRAVIS,-95.539843,29.597561,1625 STAFFORDSHIRE,STAFFORD,77477,227901176,01-01-14,642,19,579,37,2,,0,0,5,587,365,3,90.2,5.8,0.3,,0,0,0.8,91.4,56.9
AUSTIN ISD,UPHAUS EARLY CHILDHOOD CENTER,TRAVIS,-95.213935,29.697616,305 W HARRIS,PASADENA,77506,227901177,01-01-14,299,20,256,9,0,,11,0,3,282,167,6.7,85.6,3,0,,3.7,0,1,94.3,55.9
AUSTIN ISD,JORDAN EL,TRAVIS,-106.31,31.767246,1832 TOMMY AARON DR,EL PASO,79936,227901178,01-01-14,751,151,584,8,3,,0,0,5,737,423,20.1,77.8,1.1,0.4,,0,0,0.7,98.1,56.3
AUSTIN ISD,DAVIS EL,TRAVIS,-95.600578,30.001056000000119,15614 GETTYSBURG,TOMBALL,77377,227901179,01-01-14,715,44,172,366,1,,70,2,60,189,100,6.2,24.1,51.2,0.1,,9.8,0.3,8.4,26.4,14
AUSTIN ISD,KIKER EL,TRAVIS,-97.10072,32.013335,115 JANE LN,HILLSBORO,76645,227901180,01-01-14,976,11,182,641,2,,102,0,38,43,76,1.1,18.6,65.7,0.2,,10.5,0,3.9,4.4,7.8
AUSTIN ISD,MILLS EL,TRAVIS,-97.482249,25.928176000000118,2514 SHIDLER DR,BROWNSVILLE,78521,227901181,01-01-14,826,15,207,460,1,,90,0,53,46,87,1.8,25.1,55.7,0.1,,10.9,0,6.4,5.6,10.5
AUSTIN ISD,BARANOFF EL,TRAVIS,-95.582999,29.618299,550 DULLES AVE,SUGAR LAND,77478,227901182,01-01-14,1000,20,341,524,1,,63,0,51,116,58,2,34.1,52.4,0.1,,6.3,0,5.1,11.6,5.8
AUSTIN ISD,COWAN EL,TRAVIS,-96.924981,33.020582,4109 CREEK VALLEY BLVD,CARROLLTON,75010,227901183,01-01-14,792,33,332,353,5,,23,0,46,242,41,4.2,41.9,44.6,0.6,,2.9,0,5.8,30.6,5.2
AUSTIN ISD,CLAYTON EL,TRAVIS,-96.954452,32.947481,515 COWBOYS PKWY,IRVING,75063,227901184,01-01-14,921,9,132,621,0,,120,0,39,34,52,1,14.3,67.4,0,,13,0,4.2,3.7,5.6
AUSTIN ISD,BLAZIER EL,TRAVIS,-98.169464,33.219141,1677 N MAIN,JACKSBORO,76458,227901185,01-01-14,969,73,754,97,3,,18,0,24,784,340,7.5,77.8,10,0.3,,1.9,0,2.5,80.9,35.1
AUSTIN ISD,GUERRERO THOMPSON,TRAVIS,-96.846168,32.902994,3959 NORTHAVEN RD,DALLAS,75229,227901186,01-01-14,666,21,605,16,1,,18,1,4,640,543,3.2,90.8,2.4,0.2,,2.7,0.2,0.6,96.1,81.5
AUSTIN ISD,BALDWIN EL,TRAVIS,-96.79391,32.775471,912 S ERVAY STE 309,DALLAS,75201,227901187,01-01-14,744,6,179,466,0,,56,0,37,83,72,0.8,24.1,62.6,0,,7.5,0,5,11.2,9.7
AUSTIN ISD,OVERTON EL,TRAVIS,-95.400174505999715,29.959929198000385,18028 Chisholm Trail,HOUSTON,77060,227901189,01-01-14,693,183,492,6,0,,2,0,10,664,384,26.4,71,0.9,0,,0.3,0,1.4,95.8,55.4
AUSTIN ISD,PEREZ EL,TRAVIS,-95.218215,29.595716,11210 HUGHES,HOUSTON,77089,227901190,01-01-14,869,42,789,33,0,,2,0,3,796,443,4.8,90.8,3.8,0,,0.2,0,0.3,91.6,51
AUSTIN ISD,DOBIE PK CENTER,TRAVIS,-94.533103,30.282896,39227 HWY 105,SARATOGA,77585,227901192,01-01-14,307,32,256,14,1,,2,1,1,298,237,10.4,83.4,4.6,0.3,,0.7,0.3,0.3,97.1,77.2
AUSTIN ISD,WEBB PRI CENTER,TRAVIS,-98.670596,29.305508,10675 MARBACH RD,SAN ANTONIO,78245,227901193,01-01-14,205,16,182,4,0,,0,0,3,201,150,7.8,88.8,2,0,,0,0,1.5,98,73.2
AUSTIN ISD,DELL CHILDREN'S MEDICAL CENTER,TRAVIS,-96.792365999999888,32.895762,6501 ROYAL LN,DALLAS,75230,227901249,01-01-14,2,1,1,0,0,,0,0,0,0,0,50,50,0,0,,0,0,0,0,0
AUSTIN ISD,AUSTIN ST HOSPITAL,TRAVIS,-93.762076,30.153406,6765 F M 1130,ORANGE,77632,227901250,01-01-14,22,3,7,12,0,,0,0,0,1,0,13.6,31.8,54.5,0,,0,0,0,4.5,0
AUSTIN ISD,ROSEDALE,TRAVIS,-97.053894,33.05339200000013,4000 TIMBER CREEK RD,FLOWER MOUND,75028,227901251,01-01-14,135,26,54,47,0,,3,0,5,67,18,19.3,40,34.8,0,,2.2,0,3.7,49.6,13.3
PFLUGERVILLE ISD,PFLUGERVILLE H S,TRAVIS,-97.002396,32.937124,1301 WRANGLER CIR,COPPELL,75019,227904001,01-01-14,2232,491,911,577,10,,155,4,84,1015,156,22,40.8,25.9,0.4,,6.9,0.2,3.8,45.5,7
PFLUGERVILLE ISD,JOHN B CONNALLY H S,TRAVIS,-95.615386,29.985015,12330 KLUGE RD,CYPRESS,77429,227904003,01-01-14,1943,444,1001,192,8,,242,1,55,1319,304,22.9,51.5,9.9,0.4,,12.5,0.1,2.8,67.9,15.6
PFLUGERVILLE ISD,HENDRICKSON H S,TRAVIS,-95.11972,29.703105,410 E NINTH,DEER PARK,77536,227904004,01-01-14,2643,502,1018,885,7,,136,10,85,1002,169,19,38.5,33.5,0.3,,5.1,0.4,3.2,37.9,6.4
PFLUGERVILLE ISD,PFLUGERVILLE MIDDLE,TRAVIS,-96.75270799999987,33.027018,2200 INDEPENDENCE PKWY,PLANO,75075,227904041,01-01-14,1052,190,519,238,4,,70,0,31,585,148,18.1,49.3,22.6,0.4,,6.7,0,2.9,55.6,14.1
PFLUGERVILLE ISD,WESTVIEW MIDDLE,TRAVIS,-96.576889,33.286566,2950 CARDINAL DR,MELISSA,75454,227904042,01-01-14,855,160,504,86,3,,76,1,25,657,216,18.7,58.9,10.1,0.4,,8.9,0.1,2.9,76.8,25.3
PFLUGERVILLE ISD,PARK CREST MIDDLE,TRAVIS,-97.401096,32.337196,920 W WESTHILL DR,CLEBURNE,76033,227904043,01-01-14,932,216,335,256,3,,81,1,40,440,72,23.2,35.9,27.5,0.3,,8.7,0.1,4.3,47.2,7.7
PFLUGERVILLE ISD,DESSAU MIDDLE,TRAVIS,-95.932357,32.987276000000115,8204 HWY 69 S,LONE OAK,75453,227904045,01-01-14,823,191,441,51,1,,118,4,17,648,231,23.2,53.6,6.2,0.1,,14.3,0.5,2.1,78.7,28.1
PFLUGERVILLE ISD,KELLY LANE MIDDLE,TRAVIS,-95.454528,29.666927,4520 TONAWANDA DR,HOUSTON,77035,227904046,01-01-14,1004,134,313,468,3,,41,0,45,263,45,13.3,31.2,46.6,0.3,,4.1,0,4.5,26.2,4.5
PFLUGERVILLE ISD,CELE MIDDLE,TRAVIS,-97.220935,32.407555,1401 E DAVIS,ALVARADO,76009,227904048,01-01-14,684,88,326,217,5,,26,4,18,351,117,12.9,47.7,31.7,0.7,,3.8,0.6,2.6,51.3,17.1
PFLUGERVILLE ISD,PFLUGERVILLE EL,TRAVIS,-98.467217,29.577396,14819 HEIMER RD,SAN ANTONIO,78232,227904101,01-01-14,498,62,201,178,4,,21,1,31,219,40,12.4,40.4,35.7,0.8,,4.2,0.2,6.2,44,8
PFLUGERVILLE ISD,PARMER LANE EL,TRAVIS,-98.483826,28.965945,616 N MAIN ST,PLEASANTON,78064,227904102,01-01-14,428,51,274,59,0,,36,0,8,295,209,11.9,64,13.8,0,,8.4,0,1.9,68.9,48.8
PFLUGERVILLE ISD,TIMMERMAN EL,TRAVIS,-95.352475,29.791846,3401 HARDY ST,HOUSTON,77009,227904103,01-01-14,501,91,187,152,4,,44,2,21,250,88,18.2,37.3,30.3,0.8,,8.8,0.4,4.2,49.9,17.6
PFLUGERVILLE ISD,NORTHWEST EL,TRAVIS,-96.78257,32.693216,4747 VETERANS DR,DALLAS,75216,227904104,01-01-14,531,120,236,94,0,,56,3,22,358,141,22.6,44.4,17.7,0,,10.5,0.6,4.1,67.4,26.6
PFLUGERVILLE ISD,DESSAU EL,TRAVIS,-97.189135,32.738569,2801 PATINO RD,FORT WORTH,76112,227904105,01-01-14,418,63,270,43,0,,34,1,7,351,209,15.1,64.6,10.3,0,,8.1,0.2,1.7,84,50
PFLUGERVILLE ISD,WINDERMERE EL,TRAVIS,-95.743647,30.217419000000103,18101 FM 1488,MAGNOLIA,77355,227904106,01-01-14,493,107,182,144,2,,31,0,27,228,44,21.7,36.9,29.2,0.4,,6.3,0,5.5,46.2,8.9
PFLUGERVILLE ISD,RIVER OAKS EL,TRAVIS,-95.233993,33.178145,501 TEXAS HWY 37,MOUNT VERNON,75457,227904107,01-01-14,520,136,287,54,2,,28,0,13,416,190,26.2,55.2,10.4,0.4,,5.4,0,2.5,80,36.5
PFLUGERVILLE ISD,BROOKHOLLOW EL,TRAVIS,-98.689629,29.506535,10111 TERRA OAK,SAN ANTONIO,78250,227904108,01-01-14,557,170,153,166,2,,34,0,32,313,58,30.5,27.5,29.8,0.4,,6.1,0,5.7,56.2,10.4
PFLUGERVILLE ISD,SPRINGHILL EL,TRAVIS,-98.165466780999679,26.305444301000449,411 N 8TH ST,EDINBURG,78541,227904109,01-01-14,696,65,453,110,1,,42,0,25,490,315,9.3,65.1,15.8,0.1,,6,0,3.6,70.4,45.3
PFLUGERVILLE ISD,WINDERMERE PRI,TRAVIS,-97.801706,32.465631,901 LOOP 567,GRANBURY,76048,227904110,01-01-14,465,104,187,127,1,,19,2,25,250,56,22.4,40.2,27.3,0.2,,4.1,0.4,5.4,53.8,12
PFLUGERVILLE ISD,COPPERFIELD EL,TRAVIS,-97.613424,28.924971,500 N BROADWAY,NORDHEIM,78141,227904111,01-01-14,524,73,369,48,0,,20,0,14,424,257,13.9,70.4,9.2,0,,3.8,0,2.7,80.9,49
PFLUGERVILLE ISD,MURCHISON EL,TRAVIS,-99.745789,34.294054000000123,501 W 7TH,QUANAH,79252,227904112,01-01-14,896,101,304,391,7,,46,1,46,174,58,11.3,33.9,43.6,0.8,,5.1,0.1,5.1,19.4,6.5
PFLUGERVILLE ISD,DELCO PRI,TRAVIS,-97.562197,30.535733,101 FM 685,HUTTO,78634,227904113,01-01-14,525,77,370,42,3,,22,0,11,444,278,14.7,70.5,8,0.6,,4.2,0,2.1,84.6,53
PFLUGERVILLE ISD,CALDWELL EL,TRAVIS,-96.745817,33.019079,2700 W 15TH,PLANO,75075,227904114,01-01-14,652,83,368,135,3,,34,2,27,340,208,12.7,56.4,20.7,0.5,,5.2,0.3,4.1,52.1,31.9
PFLUGERVILLE ISD,ROWE LANE EL,TRAVIS,-96.699356,32.715239000000111,226N JIM MILLER RD,DALLAS,75227,227904115,01-01-14,894,102,272,442,3,,36,0,39,193,40,11.4,30.4,49.4,0.3,,4,0,4.4,21.6,4.5
PFLUGERVILLE ISD,HIGHLAND PARK EL,TRAVIS,-106.319597,31.689266,128 PRESA PL,EL PASO,79907,227904116,01-01-14,836,143,402,183,0,,63,1,44,475,291,17.1,48.1,21.9,0,,7.5,0.1,5.3,56.8,34.8
PFLUGERVILLE ISD,WIELAND EL,TRAVIS,-94.872826,32.393242,711 N LONGVIEW ST,KILGORE,75662,227904117,01-01-14,537,124,171,44,3,,182,0,13,354,209,23.1,31.8,8.2,0.6,,33.9,0,2.4,65.9,38.9
PFLUGERVILLE ISD,RIOJAS EL,TRAVIS,-98.816559,29.311489,16069 UVALDE ST,LACOSTE,78039,227904118,01-01-14,653,79,180,294,4,,53,4,39,174,55,12.1,27.6,45,0.6,,8.1,0.6,6,26.6,8.4
PFLUGERVILLE ISD,RUTH BARRON EL,TRAVIS,-98.994408,32.377596,1300 PERSHING,CISCO,76437,227904119,01-01-14,705,83,567,42,1,,4,1,7,610,441,11.8,80.4,6,0.1,,0.6,0.1,1,86.5,62.6
MANOR ISD,MANOR H S,TRAVIS,-95.492103,29.813297,2200 RIDGECREST,HOUSTON,77055,227907001,01-01-14,1555,493,907,132,5,,4,1,13,1210,222,31.7,58.3,8.5,0.3,,0.3,0.1,0.8,77.8,14.3
MANOR ISD,MANOR EXCEL ACADEMY,TRAVIS,-97.713548,26.206375,1701 LOZANO,HARLINGEN,78550,227907002,01-01-14,131,33,87,7,0,,0,0,4,106,25,25.2,66.4,5.3,0,,0,0,3.1,80.9,19.1
MANOR ISD,MANOR NEW TECHNOLOGY HIGH,TRAVIS,-94.429732,30.908617000000103,610 W ELDER,COLMESNEIL,75938,227907004,01-01-14,348,79,168,81,2,,11,2,5,192,7,22.7,48.3,23.3,0.6,,3.2,0.6,1.4,55.2,2
MANOR ISD,MANOR MIDDLE,TRAVIS,-106.454552,31.792542,3200 WHEELING AVE,EL PASO,79930,227907041,01-01-14,924,221,570,106,1,,5,0,21,721,162,23.9,61.7,11.5,0.1,,0.5,0,2.3,78,17.5
MANOR ISD,DECKER MIDDLE,TRAVIS,-102.143258,31.983606,4919 SHADYLANE DR,MIDLAND,79703,227907042,01-01-14,860,250,536,46,2,,16,1,9,706,198,29.1,62.3,5.3,0.2,,1.9,0.1,1,82.1,23
MANOR ISD,MANOR EL,TRAVIS,-95.953877,33.150945,480 N PATTERSON,CAMPBELL,75422,227907101,01-01-14,754,170,466,92,1,,7,1,17,568,278,22.5,61.8,12.2,0.1,,0.9,0.1,2.3,75.3,36.9
MANOR ISD,BLUEBONNET TRAIL EL,TRAVIS,-96.065493,29.633845000000129,702 EDUCATORS LN,WALLIS,77485,227907102,01-01-14,474,123,237,58,2,,30,2,22,313,158,25.9,50,12.2,0.4,,6.3,0.4,4.6,66,33.3
MANOR ISD,DECKER EL,TRAVIS,-97.560088,33.076523,500 E MORTON AVE,BOYD,76023,227907104,01-01-14,777,155,591,19,4,,3,0,5,715,441,19.9,76.1,2.4,0.5,,0.4,0,0.6,92,56.8
